jppfs_cor:SettlementPackageOpeCF,和解金、営業活動によるキャッシュ・フロー,Settlement package,Settlement package-OpeCF
jppfs_cor:LitigationSettlementOpeCF,訴訟和解金、営業活動によるキャッシュ・フロー,Litigation settlement,Litigation settlement-OpeCF
jppfs_cor:LossOnLitigationOpeCF,訴訟関連損失、営業活動によるキャッシュ・フロー,Loss on litigation,Loss on litigation-OpeCF
jppfs_cor:ExtraRetirementPaymentOpeCF,特別退職金、営業活動によるキャッシュ・フロー,Extra retirement payment,Extra retirement payment-OpeCF
jppfs_cor:DirectorsRetirementBenefitsOpeCF,役員退職慰労金、営業活動によるキャッシュ・フロー,Retirement benefits for directors (and other officers),Retirement benefits for directors (and other officers) - OpeCF
jppfs_cor:AmortizationOfNetRetirementBenefitObligationAtTransitionOpeCF,退職給付会計基準変更時差異の処理額、営業活動によるキャッシュ・フロー,Amortization of net retirement benefit obligation at transition,Amortization of net retirement benefit obligation at transition-OpeCF
jppfs_cor:LossGainOnSecuritiesContributionToEmployeesRetirementBenefitsTrustOpeCF,退職給付信託設定損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on securities contribution to employees' retirement benefits trust,Loss (gain) on securities contribution to employees' retirement benefits trust-OpeCF
jppfs_cor:LossGainOnTransferOfBenefitObligationRelatingToEmployeesPensionFundOpeCF,厚生年金基金代行返上損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on transfer of benefit obligation relating to employees' pension fund,Loss (gain) on transfer of benefit obligation relating to employees' pension fund-OpeCF
jppfs_cor:MiscellaneousExpensesOpeCF,雑損失、営業活動によるキャッシュ・フロー,Miscellaneous loss,Miscellaneous loss-OpeCF
jppfs_cor:ProceedsFromMiscellaneousIncomeOpeCF,雑収入、営業活動によるキャッシュ・フロー,Proceeds from miscellaneous income,Proceeds from miscellaneous income-OpeCF
jppfs_cor:OtherNonOperatingExpensesIncomeOpeCF,その他の営業外損益（△は益）、営業活動によるキャッシュ・フロー,Other non-operating expenses (income),Other non-operating expenses (income)-OpeCF
jppfs_cor:OtherExtraordinaryLossIncomeOpeCF,その他の特別損益（△は益）、営業活動によるキャッシュ・フロー,Other extraordinary loss (income),Other extraordinary loss (income)-OpeCF
jppfs_cor:OtherLossGainOpeCF,その他の損益（△は益）、営業活動によるキャッシュ・フロー,Other loss (gain),Other loss (gain)-OpeCF
jppfs_cor:DecreaseIncreaseInOperatingReceivablesOpeCF,営業債権の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in operating receivables,Decrease (increase) in operating receivables-OpeCF
jppfs_cor:IncreaseDecreaseInOperatingDebtOpeCF,営業債務の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in operating debt,Increase (decrease) in operating debt-OpeCF
jppfs_cor:IncreaseDecreaseInNotesDiscountedOpeCF,割引手形の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in notes discounted,Increase (decrease) in notes discounted-OpeCF
jppfs_cor:NetDecreaseIncreaseInLeaseReceivablesAndInvestmentAssetsOpeCF,リース債権及びリース投資資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Net decrease (increase) in lease receivables and investment assets,Net decrease (increase) in lease receivables and investment assets-OpeCF
jppfs_cor:DecreaseIncreaseInRealEstateForSaleOpeCF,販売用不動産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in real estate for sale,Decrease (increase) in real estate for sale-OpeCF
jppfs_cor:DecreaseIncreaseInAccountsReceivableInstallmentOpeCF,割賦売掛金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in accounts receivable - installment,Decrease (increase) in accounts receivable-installment-OpeCF
jppfs_cor:DecreaseIncreaseInAdvancesPaidOpeCF,立替金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in advances paid,Decrease (increase) in advances paid-OpeCF
jppfs_cor:DecreaseIncreaseInDepositsPaidOpeCF,預け金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in deposits paid,Decrease (increase) in deposits paid-OpeCF
jppfs_cor:IncreaseDecreaseInUnearnedRevenueOpeCF,前受収益の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in unearned revenue,Increase (decrease) in unearned revenue-OpeCF
jppfs_cor:IncreaseDecreaseInAdvancesReceivedOpeCF,前受金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in advances received,Increase (decrease) in advances received-OpeCF
jppfs_cor:DecreaseIncreaseInAdvancePaymentsOpeCF,前渡金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in advance payments,Decrease (increase) in advance payments-OpeCF
jppfs_cor:DecreaseIncreaseInPrepaidPensionCostsOpeCF,前払年金費用の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in prepaid pension costs,Decrease (increase) in prepaid pension costs-OpeCF
jppfs_cor:DecreaseIncreaseInPrepaidExpensesOpeCF,前払費用の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in prepaid expenses,Decrease (increase) in prepaid expenses-OpeCF
jppfs_cor:DecreaseIncreaseInInsuranceFundsOpeCF,保険積立金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in insurance funds,Decrease (increase) in insurance funds-OpeCF
jppfs_cor:DecreaseIncreaseInSuppliesOpeCF,貯蔵品の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in supplies,Decrease (increase) in supplies-OpeCF
jppfs_cor:DecreaseIncreaseInConsumptionTaxesRefundReceivableOpeCF,未収消費税等の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in consumption taxes refund receivable,Decrease (increase) in consumption taxes refund receivable-OpeCF
jppfs_cor:DecreaseIncreaseInAccountsReceivableOtherOpeCF,未収入金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in accounts receivable - other,Decrease (increase) in accounts receivable-other-OpeCF
jppfs_cor:IncreaseDecreaseInAdvancesReceivedOnUncompletedServicesOpeCF,未成業務受入金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in advances received on uncompleted services,Increase (decrease) in advances received on uncompleted services-OpeCF
jppfs_cor:IncreaseDecreaseInAccountsPayableOtherAndAccruedExpensesOpeCF,未払金及び未払費用の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accounts payable - other and accrued expenses,Increase (decrease) in accounts payable-other and accrued expenses-OpeCF
jppfs_cor:IncreaseDecreaseInAccountsPayableOtherOpeCF,未払金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accounts payable - other,Increase (decrease) in accounts payable-other-OpeCF
jppfs_cor:IncreaseDecreaseInAccruedExpensesOpeCF,未払費用の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accrued expenses,Increase (decrease) in accrued expenses-OpeCF
jppfs_cor:IncreaseDecreaseInAccruedLiabilitiesOpeCF,未払債務の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accrued liabilities,Increase (decrease) in accrued liabilities-OpeCF
jppfs_cor:IncreaseDecreaseInAccruedConsumptionTaxesOpeCF,未払消費税等の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accrued consumption taxes,Increase (decrease) in accrued consumption taxes-OpeCF
jppfs_cor:IncreaseDecreaseInAccountsPayableBonusesOpeCF,未払賞与の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accounts payable - bonuses,Increase (decrease) in accounts payable-bonuses-OpeCF
jppfs_cor:IncreaseDecreaseInIncomeTaxesPayableTheFactorBasedTaxOpeCF,未払法人税等（外形標準課税）の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in income taxes payable - factor based tax,Increase (decrease) in income taxes payable-factor based tax-OpeCF
jppfs_cor:IncreaseDecreaseInAccountsPayableLaborCostOpeCF,未払人件費の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accounts payable - personnel expenses,Increase (decrease) in accounts payable - personnel expenses-OpeCF
jppfs_cor:DecreaseIncreaseInConsumptionTaxesReceivablePayableOpeCF,未払又は未収消費税等の増減額、営業活動によるキャッシュ・フロー,Decrease/increase in consumption taxes receivable/payable,Decrease/increase in consumption taxes receivable/payable-OpeCF
jppfs_cor:IncreaseDecreaseInDepositsReceivedOpeCF,預り金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in deposits received,Increase (decrease) in deposits received-OpeCF
jppfs_cor:DecreaseIncreaseInLongTermPrepaidExpensesOpeCF,長期前払費用の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in long-term prepaid expenses,Decrease (increase) in long-term prepaid expenses-OpeCF
jppfs_cor:IncreaseDecreaseInLongTermAccountsPayableOtherOpeCF,長期未払金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in long-term accounts payable - other,Increase (decrease) in long-term accounts payable-other-OpeCF
jppfs_cor:IncreaseDecreaseInLongTermDepositsReceivedOpeCF,長期預り金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in long-term deposits received,Increase (decrease) in long-term deposits received-OpeCF
jppfs_cor:DecreaseIncreaseInClaimsProvableInBankruptcyClaimsProvableInRehabilitationOpeCF,破産更生債権等の増減額（△は増加）、営業活動によるキャッシュ・フロー,"Decrease (increase) in claims provable in bankruptcy, claims provable in rehabilitation","Decrease (increase) in claims provable in bankruptcy, claims provable in rehabilitation-OpeCF"
jppfs_cor:DecreaseIncreaseInLeaseAndGuaranteeDepositsOpeCF,敷金及び保証金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in leasehold and guarantee deposits,Decrease (increase) in leasehold and guarantee deposits - OpeCF
jppfs_cor:DecreaseIncreaseInGuaranteeDepositsOpeCF,差入保証金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in guarantee deposits,Decrease (increase) in guarantee deposits-OpeCF
jppfs_cor:IncreaseDecreaseInLeaseAndGuaranteeDepositsReceivedOpeCF,預り敷金及び保証金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in leasehold and guarantee deposits received,Increase (decrease) in leasehold and guarantee deposits received - OpeCF
jppfs_cor:IncreaseDecreaseInGuaranteeDepositsReceivedOpeCF,預り保証金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in guarantee deposits received,Increase (decrease) in guarantee deposits received-OpeCF
jppfs_cor:DecreaseIncreaseInOperatingLoansReceivableOpeCF,営業貸付金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in operating loans receivable,Decrease (increase) in operating loans receivable-OpeCF
jppfs_cor:DecreaseIncreaseInInvestmentSecuritiesForSaleOpeCF,営業投資有価証券の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in investment securities for sale,Decrease (increase) in investment securities for sale-OpeCF
jppfs_cor:DecreaseIncreaseInBadDebtsOpeCF,固定化営業債権の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in bad debts,Decrease (increase) in bad debts-OpeCF
jppfs_cor:IncreaseDecreaseInDeferredInstallmentIncomeOpeCF,割賦利益繰延の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in deferred installment income,Increase (decrease) in deferred installment income-OpeCF
jppfs_cor:DecreaseIncreaseInCommercialNotesOpeCF,商業手形の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in commercial notes,Decrease (increase) in commercial notes-OpeCF
jppfs_cor:DecreaseIncreaseInCollateralMoneyForSecuritiesBorrowedOpeCF,借入有価証券代り金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in collateral money for securities borrowed,Decrease (increase) in collateral money for securities borrowed-OpeCF
jppfs_cor:DecreaseIncreaseInLeaseReceivablesOpeCF,リース債権の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in lease receivables,Decrease (increase) in lease receivables-OpeCF
jppfs_cor:IncreaseDecreaseInLeaseObligationsOpeCF,リース債務の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in lease obligations,Increase (decrease) in lease obligations-OpeCF
jppfs_cor:DecreaseIncreaseInLeaseInvestmentAssetsOpeCF,リース投資資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in lease investment assets,Decrease (increase) in lease investment assets-OpeCF
jppfs_cor:DecreaseIncreaseInOtherCurrentAssetsOpeCF,その他の流動資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in other current assets,Decrease (increase) in other current assets-OpeCF
jppfs_cor:IncreaseDecreaseInOtherCurrentLiabilitiesOpeCF,その他の流動負債の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in other current liabilities,Increase (decrease) in other current liabilities-OpeCF
jppfs_cor:DecreaseIncreaseInOtherNoncurrentAssetsOpeCF,その他の固定資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in other non-current assets,Decrease (increase) in other non-current assets-OpeCF
jppfs_cor:IncreaseDecreaseInOtherNoncurrentLiabilitiesOpeCF,その他の固定負債の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in other non-current liabilities,Increase (decrease) in other non-current liabilities-OpeCF
jppfs_cor:DecreaseIncreaseInOtherAssetsOpeCF,その他の資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in other assets,Decrease (increase) in other assets-OpeCF
jppfs_cor:IncreaseDecreaseInOtherLiabilitiesOpeCF,その他の負債の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in other liabilities,Increase (decrease) in other liabilities-OpeCF
jppfs_cor:IncreaseDecreaseInOtherAssetsLiabilitiesOpeCF,その他の資産・負債の増減額、営業活動によるキャッシュ・フロー,Increase/decrease in other assets/liabilities,Increase/decrease in other assets/liabilities-OpeCF
jppfs_cor:RepaymentsOfLeaseAndGuaranteeDepositsReceivedOpeCF,預り敷金及び保証金の返還による支出、営業活動によるキャッシュ・フロー,Repayments of leasehold and guarantee deposits received,Repayments of leasehold and guarantee deposits received - OpeCF
jppfs_cor:ProceedsFromLeaseAndGuaranteeDepositsReceivedOpeCF,預り敷金及び保証金の受入による収入、営業活動によるキャッシュ・フロー,Proceeds from leasehold and guarantee deposits received,Proceeds from leasehold and guarantee deposits received - OpeCF
jppfs_cor:PurchaseOfAssetsForRentOpeCF,賃貸資産の取得による支出、営業活動によるキャッシュ・フロー,Purchase of assets for lease,Purchase of assets for lease-OpeCF
jppfs_cor:ProceedsFromSalesOfAssetsForRentOpeCF,賃貸資産の売却による収入、営業活動によるキャッシュ・フロー,Proceeds from sales of assets for lease,Proceeds from sales of assets for lease-OpeCF
jppfs_cor:IncreaseDecreaseInProvisionForLossOnConstructionContractsOpeCFVES,受注工事損失引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー、造船業,Increase (decrease) in provision for loss on construction contracts,Increase (decrease) in provision for loss on construction contracts-OpeCF-VES
jppfs_cor:IncreaseDecreaseInProvisionForConstructionWarrantiesOpeCFVES,保証工事引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー、造船業,Increase (decrease) in provision for construction warranties,Increase (decrease) in provision for construction warranties-OpeCF-VES
jppfs_cor:OtherNetOpeCF,その他、営業活動によるキャッシュ・フロー,"Other, net","Other, net-OpeCF"
jppfs_cor:InterestAndDividendsIncomeReceivedOpeCFInvCF,利息及び配当金の受取額、営業活動によるキャッシュ・フロー又は投資活動によるキャッシュ・フロー,Interest and dividend income received,Interest and dividend income received-OpeCF/InvCF
jppfs_cor:InterestExpensesPaidOpeCFFinCF,利息の支払額、営業活動によるキャッシュ・フロー又は財務活動によるキャッシュ・フロー,Interest expenses paid,Interest expenses paid-OpeCF/FinCF
jppfs_cor:InterestIncomeReceivedOpeCF,利息の受取額、営業活動によるキャッシュ・フロー,Interest income received,Interest income received-OpeCF
jppfs_cor:IncomeTaxesPaidOpeCF,法人税等の支払額、営業活動によるキャッシュ・フロー,Income taxes paid,Income taxes paid-OpeCF
jppfs_cor:IncomeTaxesRefundOpeCF,法人税等の還付額、営業活動によるキャッシュ・フロー,Income taxes refund,Income taxes refund-OpeCF
jppfs_cor:IncomeTaxesPaidRefundOpeCF,法人税等の支払額又は還付額（△は支払）、営業活動によるキャッシュ・フロー,Income taxes (paid) refund,Income taxes (paid) refund-OpeCF
jppfs_cor:PaymentsForExtraRetirementPaymentsOpeCF,特別退職金の支払額、営業活動によるキャッシュ・フロー,Extra retirement payments,Extra retirement payments-OpeCF
jppfs_cor:ProceedsFromCompensationOpeCF,補償金の受取額、営業活動によるキャッシュ・フロー,Proceeds from compensation,Proceeds from compensation-OpeCF
jppfs_cor:ProceedsFromCompensationForExpropriationOpeCF,収用補償金の受取額、営業活動によるキャッシュ・フロー,Proceeds from compensation for expropriation,Proceeds from compensation for expropriation-OpeCF
jppfs_cor:ProceedsFromCompensationForRemovalOpeCF,移転補償金の受取額、営業活動によるキャッシュ・フロー,Proceeds from compensation for removal,Proceeds from compensation for removal-OpeCF
jppfs_cor:ProceedsFromSubsidyIncome2OpeCF,助成金の受取額、営業活動によるキャッシュ・フロー,Proceeds from subsidy income,Proceeds from subsidy income-2-OpeCF
jppfs_cor:PaymentsForRemovalExpensesOpeCF,移転費用の支払額、営業活動によるキャッシュ・フロー,Payments for removal expenses,Payments for removal expenses-OpeCF
jppfs_cor:ProceedsFromSubsidyOpeCF,補助金の受取額、営業活動によるキャッシュ・フロー,Proceeds from subsidy income,Proceeds from subsidy income-OpeCF
jppfs_cor:ProceedsFromInsuranceIncomeOpeCF,保険金の受取額、営業活動によるキャッシュ・フロー,Proceeds from insurance income,Proceeds from insurance income-OpeCF
jppfs_cor:CompensationForDamagePaidOpeCF,損害賠償金の支払額、営業活動によるキャッシュ・フロー,Compensation for damage paid,Compensation for damage paid-OpeCF
jppfs_cor:SettlementPackageReceivedOpeCF,和解金の受取額、営業活動によるキャッシュ・フロー,Settlement package received,Settlement package received-OpeCF
jppfs_cor:SettlementPackagePaidOpeCF,和解金の支払額、営業活動によるキャッシュ・フロー,Settlement package paid,Settlement package paid-OpeCF
jppfs_cor:LitigationSettlementPaidOpeCF,訴訟和解金の支払額、営業活動によるキャッシュ・フロー,Litigation settlement paid,Litigation settlement paid-OpeCF
jppfs_cor:PaymentsForLossOnLitigationOpeCF,訴訟関連損失の支払額、営業活動によるキャッシュ・フロー,Payments for loss on litigation,Payments for loss on litigation-OpeCF
jppfs_cor:PaymentsForLossOnDisasterOpeCF,災害損失の支払額、営業活動によるキャッシュ・フロー,Payments for loss on disaster,Payments for loss on disaster-OpeCF
jppfs_cor:ProceedsFromRentIncomeOpeCF,賃貸料の受取額、営業活動によるキャッシュ・フロー,Proceeds from rent income,Proceeds from rent income-OpeCF
jppfs_cor:PaymentsForDirectorsRetirementBenefitsOpeCF,役員退職慰労金の支払額、営業活動によるキャッシュ・フロー,Payments for retirement benefits for directors (and other officers),Payments for retirement benefits for directors (and other officers) - OpeCF
jppfs_cor:PaymentsForBusinessRestructuringOpeCF,事業再編による支出、営業活動によるキャッシュ・フロー,Payments for business restructuring,Payments for business restructuring-OpeCF
jppfs_cor:PaymentsForSalesOfNotesReceivableTradeOpeCF,手形売却に伴う支払額、営業活動によるキャッシュ・フロー,Payments for sales of notes receivable - trade,Payments for sales of notes receivable-trade-OpeCF
jppfs_cor:ProceedsFromDividendsIncomeFromEquityMethodAffiliateOpeCF,持分法適用会社からの配当金の受取額、営業活動によるキャッシュ・フロー,Proceeds from dividend income from entities accounted for using equity method,Proceeds from dividend income from entities accounted for using equity method-OpeCF
jppfs_cor:OtherPaymentsOpeCF,その他の支出、営業活動によるキャッシュ・フロー,Other payments,Other payments-OpeCF
jppfs_cor:OtherProceedsOpeCF,その他の収入、営業活動によるキャッシュ・フロー,Other proceeds,Other proceeds-OpeCF
jppfs_cor:OtherNetOpeCFSubtotal,その他、営業活動によるキャッシュ・フロー、小計の下,"Other, net","Other, net-OpeCF-subtotal"
jppfs_cor:NetCashProvidedByUsedInOperatingActivities,営業活動によるキャッシュ・フロー,Net cash provided by (used in) operating activities,Net cash provided by (used in) operating activities
jppfs_cor:NetCashProvidedByUsedInInvestmentActivitiesAbstract,投資活動によるキャッシュ・フロー [タイトル項目],Cash flows from investing activities,Cash flows from investing activities [abstract]
jppfs_cor:InterestAndDividendsIncomeReceivedOpeCFInvCF,利息及び配当金の受取額、営業活動によるキャッシュ・フロー又は投資活動によるキャッシュ・フロー,Interest and dividend income received,Interest and dividend income received-OpeCF/InvCF
jppfs_cor:PurchaseOfShortTermInvestmentSecuritiesInvCF,有価証券の取得による支出、投資活動によるキャッシュ・フロー,Purchase of securities,Purchase of securities-InvCF
jppfs_cor:ProceedsFromSalesOfShortTermInvestmentSecuritiesInvCF,有価証券の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of securities,Proceeds from sales of securities-InvCF
jppfs_cor:DecreaseIncreaseInShortTermInvestmentSecuritiesInvCF,有価証券の増減額（△は増加）、投資活動によるキャッシュ・フロー,Decrease (increase) in short-term investment securities,Decrease (increase) in short-term investment securities-InvCF
jppfs_cor:NetDecreaseIncreaseInShortTermInvestmentSecuritiesInvCF,有価証券の純増減額（△は増加）、投資活動によるキャッシュ・フロー,Net decrease (increase) in short-term investment securities,Net decrease (increase) in short-term investment securities-InvCF
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF,有形固定資産の取得による支出、投資活動によるキャッシュ・フロー,"Purchase of property, plant and equipment","Purchase of property, plant and equipment-InvCF"
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF,有形固定資産の売却による収入、投資活動によるキャッシュ・フロー,"Proceeds from sales of property, plant and equipment","Proceeds from sales of property, plant and equipment-InvCF"
jppfs_cor:PurchaseOfInvestmentSecuritiesInvCF,投資有価証券の取得による支出、投資活動によるキャッシュ・フロー,Purchase of investment securities,Purchase of investment securities-InvCF
jppfs_cor:ProceedsFromSalesOfInvestmentSecuritiesInvCF,投資有価証券の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of investment securities,Proceeds from sales of investment securities-InvCF
jppfs_cor:PaymentsOfLoansReceivableInvCF,貸付けによる支出、投資活動によるキャッシュ・フロー,Payments of loans receivable,Payments of loans receivable-InvCF
jppfs_cor:CollectionOfLoansReceivableInvCF,貸付金の回収による収入、投資活動によるキャッシュ・フロー,Collection of loans receivable,Collection of loans receivable-InvCF
jppfs_cor:ProceedsFromSalesAndRedemptionOfSecuritiesInvCF,有価証券の売却及び償還による収入、投資活動によるキャッシュ・フロー,Proceeds from sales and redemption of securities,Proceeds from sales and redemption of securities-InvCF
jppfs_cor:ProceedsFromRedemptionOfSecuritiesInvCF,有価証券の償還による収入、投資活動によるキャッシュ・フロー,Proceeds from redemption of securities,Proceeds from redemption of securities-InvCF
jppfs_cor:ProceedsFromRedemptionOfInvestmentSecuritiesInvCF,投資有価証券の償還による収入、投資活動によるキャッシュ・フロー,Proceeds from redemption of investment securities,Proceeds from redemption of investment securities-InvCF
jppfs_cor:ProceedsFromSalesAndRedemptionOfInvestmentSecuritiesInvCF,投資有価証券の売却及び償還による収入、投資活動によるキャッシュ・フロー,Proceeds from sales and redemption of investment securities,Proceeds from sales and redemption of investment securities-InvCF
jppfs_cor:PurchaseOfShortTermAndLongTermInvestmentSecuritiesInvCF,有価証券及び投資有価証券の取得による支出、投資活動によるキャッシュ・フロー,Purchase of short-term and long-term investment securities,Purchase of short-term and long-term investment securities-InvCF
jppfs_cor:ProceedsFromSalesOfShortTermAndLongTermInvestmentSecuritiesInvCF,有価証券及び投資有価証券の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of short-term and long-term investment securities,Proceeds from sales of short-term and long-term investment securities-InvCF
jppfs_cor:ProceedsFromSalesAndRedemptionOfShortTermAndLongTermInvestmentSecuritiesInvCF,有価証券及び投資有価証券の売却及び償還による収入、投資活動によるキャッシュ・フロー,Proceeds from sales and redemption of short-term and long-term investment securities,Proceeds from sales and redemption of short-term and long-term investment securities-InvCF
jppfs_cor:PurchaseOfIntangibleAssetsInvCF,無形固定資産の取得による支出、投資活動によるキャッシュ・フロー,Purchase of intangible assets,Purchase of intangible assets-InvCF
jppfs_cor:ProceedsFromSalesOfIntangibleAssetsInvCF,無形固定資産の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of intangible assets,Proceeds from sales of intangible assets-InvCF
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentAndIntangibleAssetsInvCF,有形及び無形固定資産の取得による支出、投資活動によるキャッシュ・フロー,"Purchase of property, plant and equipment and intangible assets","Purchase of property, plant and equipment and intangible assets-InvCF"
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentAndIntangibleAssetsInvCF,有形及び無形固定資産の売却による収入、投資活動によるキャッシュ・フロー,"Proceeds from sales of property, plant and equipment and intangible assets","Proceeds from sales of property, plant and equipment and intangible assets-InvCF"
jppfs_cor:PurchaseOfNoncurrentAssetsInvCF,固定資産の取得による支出、投資活動によるキャッシュ・フロー,Purchase of non-current assets,Purchase of non-current assets-InvCF
jppfs_cor:ProceedsFromSalesOfNoncurrentAssetsInvCF,固定資産の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of non-current assets,Proceeds from sales of non-current assets-InvCF
jppfs_cor:PaymentsForRetirementOfNoncurrentAssetsInvCF,固定資産の除却による支出、投資活動によるキャッシュ・フロー,Payments for retirement of non-current assets,Payments for retirement of non-current assets-InvCF
jppfs_cor:PaymentsForRetirementOfPropertyPlantAndEquipmentInvCF,有形固定資産の除却による支出、投資活動によるキャッシュ・フロー,"Payments for retirement of property, plant and equipment","Payments for retirement of property, plant and equipment-InvCF"
jppfs_cor:PaymentsForAssetRetirementObligationsInvCF,資産除去債務の履行による支出、投資活動によるキャッシュ・フロー,Payments for asset retirement obligations,Payments for asset retirement obligations-InvCF
jppfs_cor:PurchaseOfGolfClubMembershipsInvCF,ゴルフ会員権の取得による支出、投資活動によるキャッシュ・フロー,Purchase of golf club memberships,Purchase of golf club memberships-InvCF
jppfs_cor:ProceedsFromSalesOfGolfClubMembershipsInvCF,ゴルフ会員権の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of golf club memberships,Proceeds from sales of golf club memberships-InvCF
jppfs_cor:PurchaseOfMembershipsInvCF,会員権の取得による支出、投資活動によるキャッシュ・フロー,Purchase of memberships,Purchase of memberships-InvCF
jppfs_cor:ProceedsFromSalesOfMembershipInvCF,会員権の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of membership,Proceeds from sales of membership-InvCF
jppfs_cor:PaymentsOfLoansReceivableToSubsidiariesAndAffiliatesInvCF,関係会社貸付けによる支出、投資活動によるキャッシュ・フロー,Payments of loans receivable from subsidiaries and associates,Payments of loans receivable from subsidiaries and associates-InvCF
jppfs_cor:PaymentsForInvestmentsInCapitalOfSubsidiariesAndAffiliatesInvCF,関係会社出資金の払込による支出、投資活動によるキャッシュ・フロー,Payments for investments in capital of subsidiaries and associates,Payments for investments in capital of subsidiaries and associates-InvCF
jppfs_cor:ProceedsFromLiquidationOfSubsidiariesAndAffiliatesInvCF,関係会社の整理による収入、投資活動によるキャッシュ・フロー,Proceeds from liquidation of subsidiaries and associates,Proceeds from liquidation of subsidiaries and associates-InvCF
jppfs_cor:PaymentsOfConstructionAssistanceFundReceivablesInvCF,建設協力金の支払による支出、投資活動によるキャッシュ・フロー,Payments of construction assistance fund receivables,Payments of construction assistance fund receivables-InvCF
