,タクソノミ,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
390,jppfs_cor:SubsidyEIRWY,補助金、特別利益、鉄道事業,Subsidy,Subsidy-EI-RWY
391,jppfs_cor:EvaluationOnRailwayFacilitiesAsReceivedPropertyEIRWY,鉄道施設受贈財産評価額、特別利益、鉄道事業,Evaluation on railway facilities as received property,Evaluation on railway facilities as received property-EI-RWY
392,jppfs_cor:DonationForRailwayFacilitiesConstructionEIRWY,鉄道施設建設受入寄附金、特別利益、鉄道事業,Donation for railway facilities construction,Donation for railway facilities construction-EI-RWY
393,jppfs_cor:ReversalOfSpecialReserveForExpansionOfRailwayTransportCapacityEIRWY,特定都市鉄道整備準備金取崩額、特別利益、鉄道事業,Reversal of special reserve for expansion of railway transport capacity,Reversal of special reserve for expansion of railway transport capacity-EI-RWY
394,jppfs_cor:ExtraordinaryIncome,特別利益,Extraordinary income,Extraordinary income
395,jppfs_cor:ExtraordinaryLossAbstract,特別損失 [タイトル項目],Extraordinary losses,Extraordinary losses [abstract]
396,jppfs_cor:LossOnSalesOfNoncurrentAssetsEL,固定資産売却損、特別損失,Loss on sales of non-current assets,Loss on sales of non-current assets-EL
397,jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Impairment loss,Impairment loss-EL
398,jppfs_cor:NonrecurringLossEL,臨時損失、特別損失,Nonrecurring loss,Nonrecurring loss-EL
399,jppfs_cor:RetirementExpensesELRWY,除却費、特別損失、鉄道事業,Retirement expenses,Retirement expenses-EL-RWY
400,jppfs_cor:AmortizationOfDeferredDisasterLossRWY,災害損失等繰延額償却、鉄道事業,Amortization of deferred disaster loss,Amortization of deferred disaster loss-RWY
401,jppfs_cor:ProvisionOfSpecialReserveForExpansionOfRailwayTransportCapacityELRWY,特定都市鉄道整備準備金繰入額、特別損失、鉄道事業,Provision of special reserve for expansion of railway transport capacity,Provision of special reserve for expansion of railway transport capacity-EL-RWY
402,jppfs_cor:ExtraordinaryLoss,特別損失,Extraordinary losses,Extraordinary losses
403,jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,Profit (loss) before income taxes,Profit (loss) before income taxes
404,jppfs_cor:IncomeTaxes,法人税等,Income taxes,Income taxes
405,jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,Income taxes - current,Income taxes-current
406,jppfs_cor:IncomeTaxesDeferred,法人税等調整額,Income taxes - deferred,Income taxes-deferred
407,jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Profit (loss),Profit (loss) (after amendment dated 2014-03-28)
408,jppfs_cor:ProfitAttributableToAbstract,内訳、当期純利益 [タイトル項目],Profit attributable to,Profit attributable to [abstract]
409,jppfs_cor:ProfitLossAttributableToNonControllingInterests,非支配株主に帰属する当期純利益又は非支配株主に帰属する当期純損失（△）,Profit (loss) attributable to non-controlling interests,Profit (loss) attributable to non-controlling interests
410,jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,Profit (loss) attributable to owners of parent,Profit (loss) attributable to owners of parent
411,nan,,,
412,nan,,,
413,名前空間プレフィックス:要素名,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
414,jppfs_cor:StatementOfChangesInEquityAbstract,株主資本等変動計算書 [タイトル項目],Statement of changes in equity,Statement of changes in equity [abstract]
415,jppfs_cor:StatementOfChangesInEquityTable,株主資本等変動計算書 [表],Statement of changes in equity,Statement of changes in equity [table]
416,jppfs_cor:ComponentsOfEquityAxis,純資産の内訳項目 [軸],Components of equity,Components of equity [axis]
417,jppfs_cor:NetAssetsMember,純資産 [メンバー],Net assets,Net assets [member]
418,jppfs_cor:ShareholdersEquityMember,株主資本 [メンバー],Shareholders' equity,Shareholders' equity [member]
419,jppfs_cor:CapitalStockMember,資本金 [メンバー],Capital stock,Capital stock [member]
420,jppfs_cor:CapitalSurplusMember,資本剰余金 [メンバー],Capital surplus,Capital surplus [member]
421,jppfs_cor:LegalCapitalSurplusMember,資本準備金 [メンバー],Legal capital surplus,Legal capital surplus [member]
422,jppfs_cor:OtherCapitalSurplusMember,その他資本剰余金 [メンバー],Other capital surplus,Other capital surplus [member]
423,jppfs_cor:RetainedEarningsMember,利益剰余金 [メンバー],Retained earnings,Retained earnings [member]
424,jppfs_cor:LegalRetainedEarningsMember,利益準備金 [メンバー],Legal retained earnings,Legal retained earnings [member]
425,jppfs_cor:OtherRetainedEarningsMember,その他利益剰余金 [メンバー],Other retained earnings,Other retained earnings [member]
426,jppfs_cor:RetainedEarningsBroughtForwardMember,繰越利益剰余金 [メンバー],Retained earnings brought forward,Retained earnings brought forward [member]
427,jppfs_cor:TreasuryStockMember,自己株式 [メンバー],Treasury shares,Treasury shares [member]
428,jppfs_cor:ValuationAndTranslationAdjustmentsMember,評価・換算差額等 [メンバー],Valuation and translation adjustments,Valuation and translation adjustments [member]
429,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecuritiesMember,その他有価証券評価差額金 [メンバー],Valuation difference on available-for-sale securities,Valuation difference on available-for-sale securities [member]
430,jppfs_cor:DeferredGainsOrLossesOnHedgesMember,繰延ヘッジ損益 [メンバー],Deferred gains or losses on hedges,Deferred gains or losses on hedges [member]
431,jppfs_cor:RevaluationReserveForLandMember,土地再評価差額金 [メンバー],Revaluation reserve for land,Revaluation reserve for land [member]
432,jppfs_cor:ForeignCurrencyTranslationAdjustmentMember,為替換算調整勘定 [メンバー],Foreign currency translation adjustment,Foreign currency translation adjustment [member]
433,jppfs_cor:SubscriptionRightsToSharesMember,新株予約権 [メンバー],Share acquisition rights,Share acquisition rights [member]
434,jppfs_cor:NonControllingInterestsMember,非支配株主持分 [メンバー],Non-controlling interests,Non-controlling interests [member]
435,jppfs_cor:StatementOfChangesInEquityLineItems,株主資本等変動計算書 [表示項目],Statement of changes in equity,Statement of changes in equity [line items]
436,jppfs_cor:NetAssets,純資産,Net assets,Net assets
437,jppfs_cor:ChangesOfItemsDuringThePeriodAbstract,当期変動額 [タイトル項目],Changes of items during period,Changes of items during period [abstract]
438,jppfs_cor:IssuanceOfNewShares,新株の発行,Issuance of new shares,Issuance of new shares
439,jppfs_cor:DividendsFromSurplus,剰余金の配当,Dividends of surplus,Dividends of surplus
440,jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,Profit (loss) attributable to owners of parent,Profit (loss) attributable to owners of parent
441,jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Profit (loss),Profit (loss) (after amendment dated 2014-03-28)
442,jppfs_cor:DisposalOfTreasuryStock,自己株式の処分,Disposal of treasury shares,Disposal of treasury shares
443,jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Net changes of items other than shareholders' equity,Net changes of items other than shareholders' equity
444,jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Total changes of items during period,Total changes of items during period
445,nan,,,
446,nan,,,
447,名前空間プレフィックス:要素名,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
448,jppfs_cor:StatementOfCashFlowsAbstract,キャッシュ・フロー計算書 [タイトル項目],Statement of cash flows,Statement of cash flows [abstract]
449,jppfs_cor:StatementOfCashFlowsTable,キャッシュ・フロー計算書 [表],Statement of cash flows,Statement of cash flows [table]
450,jppfs_cor:StatementOfCashFlowsLineItems,キャッシュ・フロー計算書 [表示項目],Statement of cash flows,Statement of cash flows [line items]
451,jppfs_cor:NetCashProvidedByUsedInOperatingActivitiesAbstract,営業活動によるキャッシュ・フロー [タイトル項目],Cash flows from operating activities,Cash flows from operating activities [abstract]
452,jppfs_cor:SubtotalOpeCF,小計、営業活動によるキャッシュ・フロー,Subtotal,Subtotal-OpeCF
453,jppfs_cor:IncreaseDecreaseInSpecialReserveForExpansionOfRailwayTransportCapacityOpeCFRWY,特定都市鉄道整備準備金の増減額（△は減少）、営業活動によるキャッシュ・フロー、鉄道事業,Increase (decrease) in special reserve for expansion of railway transport capacity,Increase (decrease) in special reserve for expansion of railway transport capacity-OpeCF-RWY
454,jppfs_cor:IncreaseDecreaseInProvisionForLargeScaleRenovationOfTheShinkansenInfrastructureOpeCFRWY,新幹線鉄道大規模改修引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー、鉄道事業,Increase (decrease) in provision for large scale renovation of Shinkansen infrastructure,Increase (decrease) in provision for large scale renovation of Shinkansen infrastructure-OpeCF-RWY
455,jppfs_cor:NetCashProvidedByUsedInInvestmentActivitiesAbstract,投資活動によるキャッシュ・フロー [タイトル項目],Cash flows from investing activities,Cash flows from investing activities [abstract]
456,jppfs_cor:NetCashProvidedByUsedInFinancingActivitiesAbstract,財務活動によるキャッシュ・フロー [タイトル項目],Cash flows from financing activities,Cash flows from financing activities [abstract]
457,jppfs_cor:PaymentsForLongTermAccountsPayableOtherFinCFRWY,長期未払金の返済による支出、財務活動によるキャッシュ・フロー、鉄道事業,Payments for long-term accounts payable - other,Payments for long-term accounts payable-other-FinCF-RWY
458,jppfs_cor:PaymentsForLongTermAccountsPayableRailwayEquipmentFinCFRWY,鉄道施設購入長期未払金の支払による支出、財務活動によるキャッシュ・フロー、鉄道事業,Payments for long-term accounts payable - railway equipment,Payments for long-term accounts payable-railway equipment-FinCF-RWY
459,jppfs_cor:RedemptionOfAccountsPayableToJapanRailwayConstructionTransportAndTechnologyAgencyFinCFRWY,鉄道・運輸機構未払金の返済による支出、財務活動によるキャッシュ・フロー、鉄道事業,"Redemption of accounts payable to Japan railway construction, transport and technology agency","Redemption of accounts payable to Japan railway construction, transport and technology agency-FinCF-RWY"
