,タクソノミ,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
1150,jppfs_cor:LossOnSalesOfNotesPayableNOE,手形売却損、営業外費用,Loss on sales of notes receivable - trade,Loss on sales of notes receivable-trade-NOE
1151,jppfs_cor:LossOnSalesOfElectronicallyRecordedMonetaryClaimsNOE,電子記録債権売却損、営業外費用,Loss on sales of electronically recorded monetary claims,Loss on sales of electronically recorded monetary claims-NOE
1152,jppfs_cor:DepreciationOfAssetsForRentNOE,貸与資産減価償却費、営業外費用,Depreciation of assets for rent,Depreciation of assets for rent-NOE
1153,jppfs_cor:DepreciationOfInactiveNoncurrentAssetsNOE,休止固定資産減価償却費、営業外費用,Depreciation of inactive non-current assets,Depreciation of inactive non-current assets-NOE
1154,jppfs_cor:DepreciationNOE,減価償却費、営業外費用,Depreciation,Depreciation-NOE
1155,jppfs_cor:CostOfLeaseRevenueNOE,賃貸収入原価、営業外費用,Cost of lease revenue,Cost of lease revenue-NOE
1156,jppfs_cor:RentExpensesNOE,賃貸費用、営業外費用,Rent expenses,Rent expenses-NOE
1157,jppfs_cor:RentExpensesOnRealEstatesNOE,不動産賃貸費用、営業外費用,Rent expenses on real estates,Rent expenses on real estates-NOE
1158,jppfs_cor:RentCostOfRealEstateNOE,不動産賃貸原価、営業外費用,Rent cost of real estate,Rent cost of real estate-NOE
1159,jppfs_cor:RentExpensesOnNoncurrentAssetsNOE,固定資産賃貸費用、営業外費用,Rent expenses on non-current assets,Rent expenses on non-current assets-NOE
1160,jppfs_cor:RentExpensesOnFacilitiesNOE,設備賃貸費用、営業外費用,Rent expenses on facilities,Rent expenses on facilities-NOE
1161,jppfs_cor:LossOnCancelOfLeaseContractsNOE,リース解約損、営業外費用,Loss on cancellation of leases,Loss on cancellation of leases-NOE
1162,jppfs_cor:LossOnSalesOfNoncurrentAssetsNOE,固定資産売却損、営業外費用,Loss on sales of non-current assets,Loss on sales of non-current assets-NOE
1163,jppfs_cor:LossOnRetirementOfNoncurrentAssetsNOE,固定資産除却損、営業外費用,Loss on retirement of non-current assets,Loss on retirement of non-current assets-NOE
1164,jppfs_cor:LossOnSalesAndRetirementOfNoncurrentAssetsNOE,固定資産除売却損、営業外費用,Loss on sales and retirement of non-current assets,Loss on sales and retirement of non-current assets-NOE
1165,jppfs_cor:LossOnAbandonmentOfNoncurrentAssetsNOE,固定資産廃棄損、営業外費用,Loss on abandonment of non-current assets,Loss on abandonment of non-current assets-NOE
1166,jppfs_cor:LossOnDisposalOfNoncurrentAssetsNOE,固定資産処分損、営業外費用,Loss on disposal of non-current assets,Loss on disposal of non-current assets-NOE
1167,jppfs_cor:LossOnReductionOfNoncurrentAssetsNOE,固定資産圧縮損、営業外費用,Loss on reduction of non-current assets,Loss on reduction of non-current assets-NOE
1168,jppfs_cor:LossOnValuationOfNoncurrentAssetsNOE,固定資産評価損、営業外費用,Loss on valuation of non-current assets,Loss on valuation of non-current assets-NOE
1169,jppfs_cor:LossOnValuationOfInventoriesNOE,たな卸資産評価損、営業外費用,Loss on valuation of inventories,Loss on valuation of inventories-NOE
1170,jppfs_cor:LossOnAbandonmentOfInventoriesNOE,たな卸資産廃棄損、営業外費用,Loss on abandonment of inventories,Loss on abandonment of inventories-NOE
1171,jppfs_cor:LossOnRetirementOfInventoriesNOE,たな卸資産除却損、営業外費用,Loss on retirement of inventories,Loss on retirement of inventories-NOE
1172,jppfs_cor:LossOnDisposalOfInventoriesNOE,たな卸資産処分損、営業外費用,Loss on disposal of inventories,Loss on disposal of inventories-NOE
1173,jppfs_cor:LossOnValuationOfGoodsNOE,商品評価損、営業外費用,Loss on valuation of goods,Loss on valuation of goods-NOE
1174,jppfs_cor:LossOnAbandonmentOfGoodsNOE,商品廃棄損、営業外費用,Loss on abandonment of goods,Loss on abandonment of goods-NOE
1175,jppfs_cor:LossOnValuationOfRawMaterialsNOE,原材料評価損、営業外費用,Loss on valuation of raw materials,Loss on valuation of raw materials-NOE
1176,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsNOE,貸倒引当金繰入額、営業外費用,Provision of allowance for doubtful accounts,Provision of allowance for doubtful accounts-NOE
1177,jppfs_cor:BadDebtsExpensesNOE,貸倒損失、営業外費用,Bad debts expenses,Bad debts expenses-NOE
1178,jppfs_cor:RetirementBenefitExpensesNOE,退職給付費用、営業外費用,Retirement benefit expenses,Retirement benefit expenses-NOE
1179,jppfs_cor:RetirementBenefitExpensesForPriorPeriodsNOE,過年度退職給付費用、営業外費用,Retirement benefit expenses for prior periods,Retirement benefit expenses for prior periods-NOE
1180,jppfs_cor:AmortizationOfShortageReserveForRetirementBenefitsNOE,退職給付積立不足償却額、営業外費用,Amortization of shortage reserve for retirement benefits,Amortization of shortage reserve for retirement benefits-NOE
1181,jppfs_cor:AmortizationOfNetRetirementBenefitObligationAtTransitionNOE,退職給付会計基準変更時差異の処理額、営業外費用,Amortization of net retirement benefit obligation at transition,Amortization of net retirement benefit obligation at transition-NOE
1182,jppfs_cor:ExtraRetirementPaymentsNOE,割増退職金、営業外費用,Extra retirement payments,Extra retirement payments-NOE
1183,jppfs_cor:AmortizationOfDeferredOrganizationExpensesNOE,創立費償却、営業外費用,Amortization of deferred organization expenses,Amortization of deferred organization expenses-NOE
1184,jppfs_cor:AmortizationOfBusinessCommencementExpensesNOE,開業費償却、営業外費用,Amortization of business commencement expenses,Amortization of business commencement expenses-NOE
1185,jppfs_cor:AmortizationOfLongTermPrepaidExpensesNOE,長期前払費用償却、営業外費用,Amortization of long-term prepaid expenses,Amortization of long-term prepaid expenses-NOE
1186,jppfs_cor:AmortizationOfDevelopmentExpensesNOE,開発費償却、営業外費用,Amortization of development expenses,Amortization of development expenses-NOE
1187,jppfs_cor:CommissionFeeNOE,支払手数料、営業外費用,Commission expenses,Commission expenses - NOE
1188,jppfs_cor:GuaranteeCommissionNOE,支払保証料、営業外費用,Guarantee commission,Guarantee commission-NOE
1189,jppfs_cor:CompensationExpensesNOE,支払補償費、営業外費用,Compensation expenses,Compensation expenses-NOE
1190,jppfs_cor:TaxesAndDuesNOE,租税公課、営業外費用,Taxes and dues,Taxes and dues-NOE
1191,jppfs_cor:ContributionNOE,寄付金、営業外費用,Contribution,Contribution-NOE
1192,jppfs_cor:LossOnSalesOfAccountsReceivableNOE,売上債権売却損、営業外費用,Loss on sales of accounts receivable,Loss on sales of accounts receivable-NOE
1193,jppfs_cor:LossOnTransferOfReceivablesNOE,債権売却損、営業外費用,Loss on transfer of receivables,Loss on transfer of receivables-NOE
1194,jppfs_cor:CommitmentFeeNOE,コミットメントフィー、営業外費用,Commitment fee,Commitment fee-NOE
1195,jppfs_cor:CommissionForSyndicateLoanNOE,シンジケートローン手数料、営業外費用,Commission for syndicate loan,Commission for syndicate loan-NOE
1196,jppfs_cor:OfficeTransferExpensesNOE,事務所移転費用、営業外費用,Office transfer expenses,Office transfer expenses-NOE
1197,jppfs_cor:SettlementPackageNOE,和解金、営業外費用,Settlement package,Settlement package-NOE
1198,jppfs_cor:LitigationSettlementNOE,訴訟和解金、営業外費用,Litigation settlement,Litigation settlement-NOE
1199,jppfs_cor:LitigationExpensesNOE,訴訟関連費用、営業外費用,Litigation expenses,Litigation expenses-NOE
1200,jppfs_cor:MiscellaneousExpensesNOE,雑支出、営業外費用,Miscellaneous expenses,Miscellaneous expenses-NOE
1201,jppfs_cor:MiscellaneousLossNOE,雑損失、営業外費用,Miscellaneous loss,Miscellaneous loss-NOE
1202,jppfs_cor:OtherNOE,その他、営業外費用,Other,Other-NOE
1203,jppfs_cor:NonOperatingExpenses,営業外費用,Non-operating expenses,Non-operating expenses
1204,jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,Ordinary profit (loss),Ordinary profit (loss)
1205,jppfs_cor:ExtraordinaryIncomeAbstract,特別利益 [タイトル項目],Extraordinary income,Extraordinary income [abstract]
1206,jppfs_cor:ReversalOfProvisionIncurredFromBusinessCombinationEI,企業結合に係る特定勘定取崩益、特別利益,Reversal of provision incurred from business combination,Reversal of provision incurred from business combination-EI
1207,jppfs_cor:GainOnExchangeFromBusinessCombinationEI,企業結合における交換利益、特別利益,Gain on exchange from business combination,Gain on exchange from business combination-EI
1208,jppfs_cor:GainOnTransferFromBusinessDivestituresEI,事業分離における移転利益、特別利益,Gain on transfer from business divestitures,Gain on transfer from business divestitures-EI
1209,jppfs_cor:GainOnStepAcquisitionsEI,段階取得に係る差益、特別利益,Gain on step acquisitions,Gain on step acquisitions-EI
1210,jppfs_cor:GainOnChangeInEquityEI,持分変動利益、特別利益,Gain on change in equity,Gain on change in equity-EI
1211,jppfs_cor:GainOnExtinguishmentOfTieInSharesEI,抱合せ株式消滅差益、特別利益,Gain on extinguishment of tie-in shares,Gain on extinguishment of tie-in shares-EI
1212,jppfs_cor:GainOnSalesOfNoncurrentAssetsEI,固定資産売却益、特別利益,Gain on sales of non-current assets,Gain on sales of non-current assets-EI
1213,jppfs_cor:GainOnDisposalOfNoncurrentAssetsEI,固定資産処分益、特別利益,Gain on disposal of non-current assets,Gain on disposal of non-current assets-EI
1214,jppfs_cor:GainOnDonationOfNoncurrentAssetsEI,固定資産受贈益、特別利益,Gain on donation of non-current assets,Gain on donation of non-current assets-EI
1215,jppfs_cor:GainOnSalesOfPropertyPlantAndEquipmentEI,有形固定資産売却益、特別利益,"Gain on sales of property, plant and equipment","Gain on sales of property, plant and equipment-EI"
1216,jppfs_cor:GainOnSalesOfLandEI,土地売却益、特別利益,Gain on sales of land,Gain on sales of land-EI
1217,jppfs_cor:GainOnSalesOfInvestmentSecuritiesEI,投資有価証券売却益、特別利益,Gain on sales of investment securities,Gain on sales of investment securities-EI
1218,jppfs_cor:GainOnRedemptionOfInvestmentSecuritiesEI,投資有価証券償還益、特別利益,Gain on redemption of investment securities,Gain on redemption of investment securities-EI
1219,jppfs_cor:GainOnSalesOfSecuritiesEI,有価証券売却益、特別利益,Gain on sales of securities,Gain on sales of securities-EI
1220,jppfs_cor:GainOnReversalOfLossOnValuationOfInvestmentSecuritiesEI,投資有価証券評価損戻入益、特別利益,Gain on reversal of loss on valuation of investment securities,Gain on reversal of loss on valuation of investment securities-EI
1221,jppfs_cor:GainOnInvestmentsInSilentPartnershipEI,匿名組合投資利益、特別利益,Gain on investments in silent partnership,Gain on investments in silent partnership-EI
1222,jppfs_cor:GainOnSalesOfGolfMembershipsEI,ゴルフ会員権売却益、特別利益,Gain on sales of golf memberships,Gain on sales of golf memberships-EI
1223,jppfs_cor:GainOnSalesOfMembershipsEI,会員権売却益、特別利益,Gain on sales of memberships,Gain on sales of memberships-EI
1224,jppfs_cor:GainOnNegativeGoodwillEI,負ののれん発生益、特別利益,Gain on bargain purchase,Gain on bargain purchase-EI
1225,jppfs_cor:GainOnLiquidationOfSubsidiariesAndAffiliatesEI,関係会社清算益、特別利益,Gain on liquidation of subsidiaries and associates,Gain on liquidation of subsidiaries and associates-EI
1226,jppfs_cor:GainOnLiquidationOfSubsidiariesEI,子会社清算益、特別利益,Gain on liquidation of subsidiaries,Gain on liquidation of subsidiaries-EI
1227,jppfs_cor:GainOnSalesOfSubsidiariesAndAffiliatesStocksEI,関係会社株式売却益、特別利益,Gain on sales of shares of subsidiaries and associates,Gain on sales of shares of subsidiaries and associates-EI
1228,jppfs_cor:GainOnSalesOfSubsidiariesStocksEI,子会社株式売却益、特別利益,Gain on sales of shares of subsidiaries,Gain on sales of shares of subsidiaries-EI
1229,jppfs_cor:GainOnTransferOfBusinessEI,事業譲渡益、特別利益,Gain on sale of businesses,Gain on sale of businesses - EI
1230,jppfs_cor:ReversalOfAllowanceForDoubtfulAccountsEI,貸倒引当金戻入額、特別利益,Reversal of allowance for doubtful accounts,Reversal of allowance for doubtful accounts-EI
1231,jppfs_cor:ReversalOfProvisionForBonusesEI,賞与引当金戻入額、特別利益,Reversal of provision for bonuses,Reversal of provision for bonuses-EI
1232,jppfs_cor:ReversalOfProvisionForDirectorsBonusesEI,役員賞与引当金戻入額、特別利益,Reversal of provision for bonuses for directors (and other officers),Reversal of provision for bonuses for directors (and other officers) - EI
1233,jppfs_cor:ReversalOfProvisionForRetirementBenefitsEI,退職給付引当金戻入額、特別利益,Reversal of provision for retirement benefits,Reversal of provision for retirement benefits-EI
1234,jppfs_cor:ReversalOfProvisionForDirectorsRetirementBenefitsEI,役員退職慰労引当金戻入額、特別利益,Reversal of provision for retirement benefits for directors (and other officers),Reversal of provision for retirement benefits for directors (and other officers) - EI
1235,jppfs_cor:ReversalOfAllowanceForInvestmentLossEI,投資損失引当金戻入額、特別利益,Reversal of allowance for investment loss,Reversal of allowance for investment loss-EI
1236,jppfs_cor:ReversalOfProvisionForProductWarrantiesEI,製品保証引当金戻入額、特別利益,Reversal of provision for product warranties,Reversal of provision for product warranties-EI
1237,jppfs_cor:ReversalOfProvisionForSpecialRepairsEI,特別修繕引当金戻入額、特別利益,Reversal of provision for special repairs,Reversal of provision for special repairs-EI
1238,jppfs_cor:ReversalOfProvisionForWarrantiesForCompletedConstructionEI,完成工事補償引当金戻入額、特別利益,Reversal of provision for warranties for completed construction,Reversal of provision for warranties for completed construction-EI
1239,jppfs_cor:ReversalOfProvisionForLossOnGuaranteesEI,債務保証損失引当金戻入額、特別利益,Reversal of provision for loss on guarantees,Reversal of provision for loss on guarantees-EI
1240,jppfs_cor:ReversalOfProvisionForLossOnLiquidationOfSubsidiariesAndAffiliatesEI,関係会社整理損失引当金戻入額、特別利益,Reversal of provision for loss on liquidation of subsidiaries and associates,Reversal of provision for loss on liquidation of subsidiaries and associates-EI
1241,jppfs_cor:ReversalOfProvisionForLossOnBusinessLiquidationEI,事業整理損失引当金戻入額、特別利益,Reversal of provision for loss on business liquidation,Reversal of provision for loss on business liquidation-EI
1242,jppfs_cor:ReversalOfProvisionForLossOnBusinessOfSubsidiariesAndAffiliatesEI,関係会社事業損失引当金戻入額、特別利益,Reversal of provision for loss on business of subsidiaries and associates,Reversal of provision for loss on business of subsidiaries and associates-EI
1243,jppfs_cor:ReversalOfProvisionForBusinessStructureImprovementEI,事業構造改善引当金戻入額、特別利益,Reversal of provision for business structure improvement,Reversal of provision for business structure improvement-EI
1244,jppfs_cor:ReversalOfProvisionForLossOnStoreClosingEI,店舗閉鎖損失引当金戻入額、特別利益,Reversal of provision for loss on store closing,Reversal of provision for loss on store closing-EI
1245,jppfs_cor:ReversalOfProvisionForLossOnLitigationEI,訴訟損失引当金戻入額、特別利益,Reversal of provision for loss on litigation,Reversal of provision for loss on litigation-EI
1246,jppfs_cor:ReversalOfProvisionForPointCardCertificatesEI,ポイント引当金戻入額、特別利益,Reversal of provision for point card certificates,Reversal of provision for point card certificates-EI
1247,jppfs_cor:GainOnReversalOfProvisionForLossOnDisasterEI,災害損失引当金戻入額、特別利益,Gain on reversal of provision for loss on disaster,Gain on reversal of provision for loss on disaster-EI
1248,jppfs_cor:GainOnContributionOfSecuritiesToRetirementBenefitTrustEI,退職給付信託設定益、特別利益,Gain on contribution of securities to retirement benefit trust,Gain on contribution of securities to retirement benefit trust-EI
1249,jppfs_cor:GainOnTransferOfBenefitObligationRelatingToEmployeesPensionFundEI,厚生年金基金代行返上益、特別利益,Gain on transfer of benefit obligation relating to employees' pension fund,Gain on transfer of benefit obligation relating to employees' pension fund-EI
1250,jppfs_cor:AmortizationOfNetRetirementBenefitObligationAtTransitionEI,退職給付会計基準変更時差異の処理額、特別利益,Amortization of net retirement benefit obligation at transition,Amortization of net retirement benefit obligation at transition-EI
1251,jppfs_cor:GainOnRevisionOfRetirementBenefitPlanEI,退職給付制度改定益、特別利益,Gain on revision of retirement benefit plan,Gain on revision of retirement benefit plan-EI
1252,jppfs_cor:GainOnAbolishmentOfRetirementBenefitPlanEI,退職給付制度終了益、特別利益,Gain on abolishment of retirement benefit plan,Gain on abolishment of retirement benefit plan-EI
1253,jppfs_cor:ForeignExchangeGainsEI,為替差益、特別利益,Foreign exchange gains,Foreign exchange gains-EI
1254,jppfs_cor:ReversalOfReservesUnderTheSpecialLawsEI,特別法上の準備金戻入額、特別利益,Reversal of reserves under special laws,Reversal of reserves under special laws-EI
1255,jppfs_cor:ContributionForConstructionEI,工事負担金等受入額、特別利益,Contribution for construction,Contribution for construction-EI
1256,jppfs_cor:StateSubsidyEI,国庫補助金、特別利益,State subsidy,State subsidy-EI
1257,jppfs_cor:SubsidyEI,補助金収入、特別利益,Subsidy income,Subsidy income-EI
1258,jppfs_cor:GainOnReversalOfSubscriptionRightsToSharesEI,新株予約権戻入益、特別利益,Gain on reversal of share acquisition rights,Gain on reversal of share acquisition rights - EI
1259,jppfs_cor:SurrenderValueOfInsuranceEI,保険解約返戻金、特別利益,Surrender value of insurance,Surrender value of insurance-EI
1260,jppfs_cor:InsuranceIncomeEI,受取保険金、特別利益,Insurance income,Insurance income-EI
1261,jppfs_cor:GainOnInsuranceAdjustmentEI,保険差益、特別利益,Gain on insurance adjustment,Gain on insurance adjustment-EI
1262,jppfs_cor:CompensationIncomeEI,受取補償金、特別利益,Compensation income,Compensation income-EI
1263,jppfs_cor:CompensationIncomeForExpropriationEI,収用補償金、特別利益,Compensation income for expropriation,Compensation income for expropriation-EI
1264,jppfs_cor:CompensationForTransferEI,移転補償金、特別利益,Compensation for transfer,Compensation for transfer-EI
1265,jppfs_cor:SettlementReceivedEI,受取和解金、特別利益,Settlement received,Settlement received-EI
1266,jppfs_cor:PenaltyIncomeEI,違約金収入、特別利益,Penalty income,Penalty income-EI
1267,jppfs_cor:GainOnBadDebtsRecoveredEI,償却債権取立益、特別利益,Gain on bad debts recovered,Gain on bad debts recovered-EI
1268,jppfs_cor:GainOnForgivenessOfDebtsEI,債務免除益、特別利益,Gain on forgiveness of debts,Gain on forgiveness of debts-EI
1269,jppfs_cor:OtherEI,その他、特別利益,Other,Other-EI
1270,jppfs_cor:ExtraordinaryIncome,特別利益,Extraordinary income,Extraordinary income
1271,jppfs_cor:ExtraordinaryLossAbstract,特別損失 [タイトル項目],Extraordinary losses,Extraordinary losses [abstract]
1272,jppfs_cor:LossOnExchangeFromBusinessCombinationEL,企業結合における交換損失、特別損失,Loss on exchange from business combination,Loss on exchange from business combination-EL
1273,jppfs_cor:LossOnTransferFromBusinessDivestituresEL,事業分離における移転損失、特別損失,Loss on transfer from business divestitures,Loss on transfer from business divestitures-EL
1274,jppfs_cor:LossOnStepAcquisitionsEL,段階取得に係る差損、特別損失,Loss on step acquisitions,Loss on step acquisitions-EL
1275,jppfs_cor:LossOnChangeInEquityEL,持分変動損失、特別損失,Loss on change in equity,Loss on change in equity-EL
1276,jppfs_cor:LossOnExtinguishmentOfTieInSharesEL,抱合せ株式消滅差損、特別損失,Loss on extinguishment of tie-in shares,Loss on extinguishment of tie-in shares-EL
1277,jppfs_cor:MergerExpensesEL,合併関連費用、特別損失,Merger expenses,Merger expenses-EL
1278,jppfs_cor:LossOnSalesOfNoncurrentAssetsEL,固定資産売却損、特別損失,Loss on sales of non-current assets,Loss on sales of non-current assets-EL
1279,jppfs_cor:ImpairmentLossEL,減損損失、特別損失,Impairment loss,Impairment loss-EL
1280,jppfs_cor:LossOnDisasterEL,災害による損失、特別損失,Loss on disaster,Loss on disaster-EL
1281,jppfs_cor:LossOnRetirementOfNoncurrentAssetsEL,固定資産除却損、特別損失,Loss on retirement of non-current assets,Loss on retirement of non-current assets-EL
1282,jppfs_cor:LossOnSalesAndRetirementOfNoncurrentAssetsEL,固定資産除売却損、特別損失,Loss on sales and retirement of non-current assets,Loss on sales and retirement of non-current assets-EL
1283,jppfs_cor:LossOnAbandonmentOfNoncurrentAssetsEL,固定資産廃棄損、特別損失,Loss on abandonment of non-current assets,Loss on abandonment of non-current assets-EL
1284,jppfs_cor:LossOnDisposalOfNoncurrentAssetsEL,固定資産処分損、特別損失,Loss on disposal of non-current assets,Loss on disposal of non-current assets-EL
1285,jppfs_cor:LossOnReductionOfNoncurrentAssetsEL,固定資産圧縮損、特別損失,Loss on reduction of non-current assets,Loss on reduction of non-current assets-EL
1286,jppfs_cor:LossOnValuationOfNoncurrentAssetsEL,固定資産評価損、特別損失,Loss on valuation of non-current assets,Loss on valuation of non-current assets-EL
1287,jppfs_cor:LossOnSalesOfPropertyPlantAndEquipmentEL,有形固定資産売却損、特別損失,"Loss on sales of property, plant and equipment","Loss on sales of property, plant and equipment-EL"
1288,jppfs_cor:LossOnRetirementOfPropertyPlantAndEquipmentEL,有形固定資産除却損、特別損失,"Loss on retirement of property, plant and equipment","Loss on retirement of property, plant and equipment-EL"
1289,jppfs_cor:LossOnDisposalOfPropertyPlantAndEquipmentEL,有形固定資産処分損、特別損失,"Loss on disposal of property, plant and equipment","Loss on disposal of property, plant and equipment-EL"
1290,jppfs_cor:LossOnSalesOfLandEL,土地売却損、特別損失,Loss on sales of land,Loss on sales of land-EL
1291,jppfs_cor:LossOnSalesOfInvestmentSecuritiesEL,投資有価証券売却損、特別損失,Loss on sales of investment securities,Loss on sales of investment securities-EL
1292,jppfs_cor:LossOnValuationOfInvestmentSecuritiesEL,投資有価証券評価損、特別損失,Loss on valuation of investment securities,Loss on valuation of investment securities-EL
1293,jppfs_cor:LossOnRedemptionOfInvestmentSecuritiesEL,投資有価証券償還損、特別損失,Loss on redemption of investment securities,Loss on redemption of investment securities-EL
1294,jppfs_cor:LossOnSalesOfSecuritiesEL,有価証券売却損、特別損失,Loss on sales of securities,Loss on sales of securities-EL
1295,jppfs_cor:LossOnValuationOfSecuritiesEL,有価証券評価損、特別損失,Loss on valuation of securities,Loss on valuation of securities-EL
1296,jppfs_cor:LossOnInvestmentsInSilentPartnershipEL,匿名組合投資損失、特別損失,Loss on investments in silent partnership,Loss on investments in silent partnership-EL
1297,jppfs_cor:LossOnValuationOfInvestmentsInCapitalEL,出資金評価損、特別損失,Loss on valuation of investments in capital,Loss on valuation of investments in capital-EL
1298,jppfs_cor:LossOnValuationOfStocksOfSubsidiariesAndAffiliatesEL,関係会社株式評価損、特別損失,Loss on valuation of shares of subsidiaries and associates,Loss on valuation of shares of subsidiaries and associates-EL
1299,jppfs_cor:LossOnSalesOfStocksOfSubsidiariesAndAffiliatesEL,関係会社株式売却損、特別損失,Loss on sales of shares of subsidiaries and associates,Loss on sales of shares of subsidiaries and associates-EL
1300,jppfs_cor:ProvisionOfAllowanceForInvestmentLossEL,投資損失引当金繰入額、特別損失,Provision of allowance for investment loss,Provision of allowance for investment loss-EL
1301,jppfs_cor:LossOnValuationOfInvestmentsInCapitalOfSubsidiariesAndAffiliatesEL,関係会社出資金評価損、特別損失,Loss on valuation of investments in capital of subsidiaries and associates,Loss on valuation of investments in capital of subsidiaries and associates-EL
1302,jppfs_cor:LossOnSalesOfSubsidiariesStocksEL,子会社株式売却損、特別損失,Loss on sales of shares of subsidiaries,Loss on sales of shares of subsidiaries-EL
1303,jppfs_cor:LossOnValuationOfSubsidiariesStocksEL,子会社株式評価損、特別損失,Loss on valuation of shares of subsidiaries,Loss on valuation of shares of subsidiaries-EL
1304,jppfs_cor:LossOnLiquidationOfSubsidiariesAndAffiliatesGeneralEL,関係会社整理損、特別損失,Loss on liquidation of subsidiaries and associates,Loss on liquidation of subsidiaries and associates-general-EL
1305,jppfs_cor:ProvisionForLossOnLiquidationOfSubsidiariesAndAffiliatesEL,関係会社整理損失引当金繰入額、特別損失,Provision for loss on liquidation of subsidiaries and associates,Provision for loss on liquidation of subsidiaries and associates-EL
1306,jppfs_cor:LossOnLiquidationOfBusinessEL,事業整理損、特別損失,Loss on liquidation of business,Loss on liquidation of business-EL
1307,jppfs_cor:ProvisionForLossOnBusinessLiquidationEL,事業整理損失引当金繰入額、特別損失,Provision for loss on business liquidation,Provision for loss on business liquidation-EL
1308,jppfs_cor:LossOnBusinessOfSubsidiariesAndAffiliatesEL,関係会社事業損失、特別損失,Loss on business of subsidiaries and associates,Loss on business of subsidiaries and associates-EL
1309,jppfs_cor:ProvisionForLossOnBusinessOfSubsidiariesAndAffiliatesEL,関係会社事業損失引当金繰入額、特別損失,Provision for loss on business of subsidiaries and associates,Provision for loss on business of subsidiaries and associates-EL
1310,jppfs_cor:BusinessStructureImprovementExpensesEL,事業構造改善費用、特別損失,Business structure improvement expenses,Business structure improvement expenses-EL
1311,jppfs_cor:ProvisionForBusinessStructureImprovementEL,事業構造改善引当金繰入額、特別損失,Provision for business structure improvement,Provision for business structure improvement-EL
1312,jppfs_cor:LossOnLiquidationOfSubsidiariesAndAffiliatesEL,関係会社清算損、特別損失,Loss on liquidation of subsidiaries and associates,Loss on liquidation of subsidiaries and associates-EL
1313,jppfs_cor:LossOnLiquidationOfSubsidiariesGeneralEL,子会社整理損、特別損失,Loss on liquidation of subsidiaries,Loss on liquidation of subsidiaries-general-EL
1314,jppfs_cor:LossOnLiquidationOfSubsidiariesEL,子会社清算損、特別損失,Loss on liquidation of subsidiaries,Loss on liquidation of subsidiaries-EL
1315,jppfs_cor:RestructuringLossEL,事業再編損、特別損失,Restructuring loss,Restructuring loss-EL
1316,jppfs_cor:LossOnBusinessWithdrawalEL,事業撤退損、特別損失,Loss on business withdrawal,Loss on business withdrawal-EL
1317,jppfs_cor:LossOnTransferOfBusinessEL,事業譲渡損、特別損失,Loss on sale of businesses,Loss on sale of businesses - EL
1318,jppfs_cor:LossOnSupportToSubsidiariesAndSubsidiariesAndAffiliatesEL,関係会社支援損、特別損失,Loss on support to subsidiaries and associates,Loss on support to subsidiaries and associates-EL
1319,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsForSubsidiariesAndAffiliatesEL,関係会社貸倒引当金繰入額、特別損失,Provision of allowance for doubtful accounts for subsidiaries and associates,Provision of allowance for doubtful accounts for subsidiaries and associates-EL
1320,jppfs_cor:LossOnValuationOfOtherInvestmentsEL,その他の投資評価損、特別損失,Loss on valuation of other investments,Loss on valuation of other investments-EL
1321,jppfs_cor:LossOnValuationOfGolfClubMembershipEL,ゴルフ会員権評価損、特別損失,Loss on valuation of golf club membership,Loss on valuation of golf club membership-EL
1322,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsOfGolfClubMembershipEL,ゴルフ会員権貸倒引当金繰入額、特別損失,Provision of allowance for doubtful accounts of golf club membership,Provision of allowance for doubtful accounts of golf club membership-EL
1323,jppfs_cor:LossOnSalesOfGolfClubMembershipsEL,ゴルフ会員権売却損、特別損失,Loss on sales of golf club memberships,Loss on sales of golf club memberships-EL
1324,jppfs_cor:LossOnValuationOfMembershipEL,会員権評価損、特別損失,Loss on valuation of membership,Loss on valuation of membership-EL
1325,jppfs_cor:LossOnSalesOfMembershipEL,会員権売却損、特別損失,Loss on sales of membership,Loss on sales of membership-EL
1326,jppfs_cor:LossOnValuationOfTelephoneSubscriptionRightEL,電話加入権評価損、特別損失,Loss on valuation of telephone subscription right,Loss on valuation of telephone subscription right-EL
1327,jppfs_cor:LossOnValuationOfRightOfUsingFacilitiesEL,施設利用権評価損、特別損失,Loss on valuation of right of using facilities,Loss on valuation of right of using facilities-EL
1328,jppfs_cor:SpecialRetirementExpensesEL,特別退職金、特別損失,Special retirement expenses,Special retirement expenses-EL
1329,jppfs_cor:ExtraRetirementPaymentsEL,割増退職金、特別損失,Extra retirement payments,Extra retirement payments-EL
1330,jppfs_cor:EarlyExtraRetirementPaymentsEL,早期割増退職金、特別損失,Early extra retirement payments,Early extra retirement payments-EL
1331,jppfs_cor:SpecialExtraRetirementPaymentsEL,退職特別加算金、特別損失,Special extra retirement payments,Special extra retirement payments-EL
1332,jppfs_cor:LossOnClosingOfStoresEL,店舗閉鎖損失、特別損失,Loss on closing of stores,Loss on closing of stores-EL
1333,jppfs_cor:ProvisionForLossOnStoreClosingEL,店舗閉鎖損失引当金繰入額、特別損失,Provision for loss on store closing,Provision for loss on store closing-EL
